dim,count,cp_m_o_m,milp_m_o_m,cp_std_o,milp_std_o,cp_std_o_m,milp_std_o_m
10x5,0,936.32,942.8,94.41768902064909,89.69225161629069,0.16,0.0
15x5,0,1699.2,1726.2,325.3347506799727,314.4530171583666,0.0,0.0
5x3,0,432.7,432.7,69.42629985179329,69.42629985179329,0.0,0.0
5x5,0,502.1,502.1,122.38595598442747,122.38595598442747,0.0,0.0
5x8,0,615.8,615.8,79.26019037182398,79.26019037182398,0.0,0.0
8x8,0,774.3333333333333,790.5,176.00202019042598,172.5303515971095,3.4913260145145104,0.0
