dim,count,cp_m_t_m,milp_m_t_m,cp_std_t,milp_std_t,cp_std_t_m,milp_std_t_m
10x5,0,167.6152,607.8772,248.4938,0.2055,8.2918,0.1695
15x5,0,44.2326,617.2221,68.286,0.1898,7.006,0.2416
5x3,0,1.0302,8.3526,2.0931,7.009,0.193,0.3283
5x5,0,4.5251,81.5379,11.5483,185.3062,1.2442,0.4185
5x8,0,11.7904,51.8309,13.1958,91.3844,1.8762,0.6547
8x8,0,368.7246,621.4209,299.3289,1.0336,2.0133,0.6511
