dim,count,cp_m_t_m,milp_m_t_m,cp_std_t,milp_std_t,cp_std_t_m,milp_std_t_m
10x10,0,89.81480158170065,66.3222209294637,82.12871322780647,17.457840820705112,7.817340422774537,0.6588406282799326
10x5,0,58.48524988492329,12.375599447886149,78.92161998708957,3.728310215817445,8.838024537873867,0.19606173832893375
15x5,0,600.1527751763663,610.8683057626088,0.008583230259823903,0.1001858465722566,0.03134999215915127,0.37491043443468963
20x5,0,600.2396027565003,619.900360584259,0.03369471654964899,0.09429229358893802,0.04170239406010034,0.3529010222496082
5x3,0,0.0812479066848755,0.33437739372253417,0.0033553471053986922,0.0077077830435625366,0.004273219335913699,0.02173190770939226
5x5,0,0.14528093814849855,1.3666879081726075,0.017973921175617923,0.03301184631314108,0.01689012545560778,0.07606332246166472
5x8,0,0.30646176815032955,5.4446263599395746,0.05904889757469274,0.19146531819864177,0.04672948760385181,0.11121069957219998
8x8,0,2.0810625171661377,15.241969418525695,0.6758811469450084,0.9179729752084045,0.25366782875376315,0.1387507109058022
