variant,instance_name,dim,cp_median_time,milp_median_time,cp_std_time,milp_std_time
t_jssp,t_jssp029.json,5x8,0.203803,5.306372,0.004217,0.125764
t_jssp,t_jssp030.json,5x8,0.19376,5.366696,0.004119,0.154865
t_jssp,t_jssp031.json,8x8,1.958073,14.202395,0.332397,0.096242
t_jssp,t_jssp032.json,8x8,1.553097,14.396012,0.239688,0.190644
t_jssp,t_jssp033.json,8x8,3.515331,16.077419,0.295646,0.185655
t_jssp,t_jssp034.json,8x8,0.990654,15.477948,0.247305,0.241934
t_jssp,t_jssp035.json,8x8,2.450751,15.94045,0.346957,0.03805
t_jssp,t_jssp036.json,8x8,2.089454,15.864564,0.40201,0.106783
t_jssp,t_jssp037.json,8x8,1.485255,14.635569,0.146886,0.084874
t_jssp,t_jssp038.json,8x8,4.904266,16.488984,0.606426,0.085767
t_jssp,t_jssp039.json,8x8,1.885137,15.800104,0.48584,0.149085
t_jssp,t_jssp040.json,8x8,1.75702,16.455939,0.37669,0.086596
t_jssp,t_jssp041.json,10x5,39.862506,22.561968,0.370913,0.968524
t_jssp,t_jssp042.json,10x5,101.52994,23.352272,3.331231,0.234883
t_jssp,t_jssp043.json,10x5,358.721013,17.482568,19.676773,0.194705
t_jssp,t_jssp044.json,10x5,233.72931,23.032172,19.342906,0.023682
t_jssp,t_jssp045.json,10x5,64.075681,19.643718,1.173546,0.033938
t_jssp,t_jssp046.json,15x5,600.160054,610.814914,0.012362,0.163455
t_jssp,t_jssp047.json,15x5,600.142259,611.046231,0.034488,0.198878
t_jssp,t_jssp048.json,15x5,600.147179,610.617189,0.01231,0.232498
t_jssp,t_jssp049.json,15x5,600.130202,610.930625,0.020086,0.244094
t_jssp,t_jssp050.json,15x5,600.140044,610.974738,0.031297,0.253523
t_jssp,t_jssp051.json,20x5,600.189886,619.516193,0.012306,0.347716
t_jssp,t_jssp052.json,20x5,600.1893,619.375654,0.011598,0.302723
t_jssp,t_jssp053.json,20x5,600.225128,619.484533,0.025574,0.440136
t_jssp,t_jssp054.json,20x5,600.186189,619.367512,0.01487,0.328654
t_jssp,t_jssp055.json,20x5,600.197727,619.700373,0.00677,0.319599
t_jssp,t_jssp056.json,10x10,135.658955,81.880235,5.789938,0.465691
t_jssp,t_jssp057.json,10x10,27.761022,61.410781,4.320374,0.665871
t_jssp,t_jssp058.json,10x10,125.927543,62.739105,10.314094,0.500706
t_jssp,t_jssp059.json,10x10,55.490218,60.977298,7.934208,0.395419
t_jssp,t_jssp060.json,10x10,61.121455,56.960154,8.99151,0.657094
