dim,count,cp_m_o_m,milp_m_o_m,cp_std_o,milp_std_o,cp_std_o_m,milp_std_o_m
10x5,0,688.0,735.2,40.71240597164457,57.17254585900475,0.0,0.0
15x5,0,981.8666666666666,1189.4,35.41609803465085,29.97999332888521,5.28818908189673,0.0
5x3,0,357.1,357.1,48.7976547706046,48.7976547706046,0.0,0.0
5x5,0,397.9,397.9,43.22666358215083,43.22666358215083,0.0,0.0
5x8,0,611.8,611.8,57.547661406292896,57.547661406292896,0.0,0.0
8x8,0,701.5,704.9399999999999,71.87218593524973,74.61277817282149,0.0,0.28
