variant,avg_cov_time_cp,avg_cov_time_milp,avg_cov_obj_cp,avg_cov_obj_milp
basic_jssp,0.08881724458840878,0.028600183138078574,0.0,0.0
d_jssp,0.10901797859548706,0.0631963274552428,0.00020648145639779256,0.0
drc_jssp,0.127727883227137,0.019047132806129075,0.001046356917386672,0.0
f_jssp,0.14386666655177102,0.04722315460540198,0.002204532751277717,0.0
r_jssp,0.0951756198243907,0.027256851932836088,8.649955996061142e-05,0.0
sdst_jssp,0.11710906625358747,0.04559323521573463,0.0005426425638182847,7.06713780918728e-05
t_jssp,0.08384401468005347,0.04325787748813541,0.00015234420901494888,0.0
